split	original_name	predicted_name	unredacted_context
training	Clarrissa Explains All	Clarrissa Explains All	"I remember first watching Sabrina when it came to TV in the UK on ITV1 when i was 13/14. I'm now 24 and still love it now as much as i did when i first watched it. I get a little stick from some of my friends for still watching a ""kids show"" but i don't care! lol Caroline Rhea as ""Hilda"" is my personal favourite character and Later on Morgan also became another of my favourite characters. I remember spending so much time watching various special events honouring Sabrina on the TV station Nickeleoden UK. I love Mellissa Joan-Hart, she was great in ""Clarrissa Explains All"" but so much better in this. I was gutted when they decided to finish it! I hope it will soon be released on DVD here in the UK - I'll be first in line! lol x"
training	Clarke	Clarke	Both Dalton and Clarke are very believable as Rochester and Jane.
training	Clark Gable	Clark Gable	In this film he played the weak brother and was completely over-shadowed by Joan Crawford and the dynamic newcomer Clark Gable - maybe that was why he never became a star.
training	Clarence Williams III	Clarence Williams III	Harry's blackmailed by a trio of scummy low-life hoods -- sleazy porno theater manager Raimy (a splendidly slimy John Glover), antsy strip joint owner Leo (well played by Robert Trebor) and crazed pimp Bobby Shy (a frightfully intense Clarence Williams III) -- who have videotaped his affair with Cini.
training	Clare Wren	Clare Wren	Michael Bowen plays an innocentish young man who hitchhikes a thousand miles to visit his absentee millionaire father (the creepy Ray Wise) at a sprawling, windmill-powered ranch and ends up tangled in the dangerous web of his young, scheming and seductive stepmother from hell (the yummy Clare Wren), thus causing trouble for the already dysfunctional family. An edgy, stylish and exciting drama that received no promotion and was sent straight to VHS and cable TV--where I first saw it. It is beautifully written, smartly acted, and tightly directed from a script that keeps you biting your nails. I cannot believe the reviewers who disliked it ever actually saw it. It is an undiscovered classic.
training	Clara Calamai	Clara Calamai	"I'm not sure under what circumstances director Visconti decided to film James Cain's novel ""The Postman Always Rings Twice"" (I'm not even sure if Viscounti acquired the book's rights), but the resulting movie is definitely interesting. It is not the best version of Cain's story (I like the 1981 version best), but thanks to Visconti's excellent direction and the casting of Clara Calamai and Massimo Girotti (a very sensual couple), it is a must for noir fans."
training	Claire Danes	Claire Danes	Then again, that was when Claire Danes was a good actress, not the foolish, arrogant, Hollywood-ized bitch she is today.
training	Claire Danes	Claire Danes	Stardust is a fun film and has some fun performances from the likes of Claire Danes as the star(I could gaze at her for quite some time) to Michelle Pfeiffer(I could gaze at her at full magical powers even longer) playing the horrible witch to Robert Deniro playing a nancy-boy air pirate to perfection.
training	Citizen Kane	Citizen Kane	"This adjective describes the performers; the characters; the chemistry between and among all of the characters, in whatever combination presented, and all of the supporting and even minor roles.I love films with a ""harder edge:"" ""Rounders;"" the escapist Schwarzenegger/Stallone fare; ""Goodfellows;"" even the classics like ""Casablanca,"" ""Gone With the Wind,"" ""Citizen Kane."""
training	Citizen Kane	Citizen Kane	"This adjective describes the performers; the characters; the chemistry between and among all of the characters, in whatever combination presented, and all of the supporting and even minor roles.I love films with a ""harder edge:"" ""Rounders;"" the escapist Schwarzenegger/Stallone fare; ""Goodfellows;"" even the classics like ""Casablanca,"" ""Gone With the Wind,"" ""Citizen Kane."""
training	Citizen Kane	Citizen Kane	A perfect blend of romance, drama, humour and fantasy, this movie is right up there with the greatest classics ever made: Citizen Kane
training	Cineteca Nacional	Cineteca Nacional	It is also an important breakthrough to Limon Films its production company to get its film out of the Cineteca Nacional and to a bigger audience
training	Cindy Crowford	Cindy Crowford	I confess that Spike really bribed me, but I must also confess that Rockefeller named me in his will and last night I had sex with Cindy Crowford.
training	Cindy	Cindy	Simon ask's Paul & his wife Cindy (Nadine Van der Velde) to take care of it.
training	Cinderella	Cinderella	This sequel does what Return to Neverland didn't accomplish A good follow-up to the Cinderella story; but what becomes of Drusilla? Another sequel? I hope so!
training	Cinderella	Cinderella	Like SWINGSHIFT Cinderella, however, the old lady grandma in this case is dead set on catching the wolf herself and does everything she can do to thwart the wolf from capturing Red.
training	Cillian Murphy	Cillian Murphy	Cillian Murphy gives a very creepy and effective performance as the villain.
training	Cillian Murphy	Cillian Murphy	We are far more likely to encounter the benign evil of Jackson Rippner than Freddy Kruger, and Cillian Murphy (Batman Begins) does an excellent job of presenting a sociable, friendly, even charismatic killer.
training	Ciaran Hinds	Ciaran Hinds	(IMO the newer A&E production suffers in that Ciaran Hinds - whom I normally adore - seems to bluster and bully his way throughout.
training	Ciaran Hinds	Ciaran Hinds	(IMO the newer A&E production suffers in that Ciaran Hinds - whom I normally adore - seems to bluster and bully his way throughout.
training	Chuck Roberson	Chuck Roberson	In addition to those mentioned above, J.C. Flippen appears as the cavalry sergeant, Steve Brodie, James Millican, John Doucette and Chuck Roberson as various henchmen, Ray Teal as the sheriff pursuing Duryea, Tony Curtis and James Best as rookie soldiers and Edmund Cobb, Chief Yowlachie and John War Eagle in various roles in the Dodge City sequence..  A classic western in every sense of the word.
training	Chuck Norris	Chuck Norris	I've always enjoyed seeing Chuck Norris in film. Although the acting may not be superb, the fight scenes are fantastic. I also enjoyed seeing Judson Mills perform along side him. In my opinion, the brothers have proven themselves to be fine entertainers and this was yet another fine production! I hope you take the time to view this movie!
training	Chuck Jones's	Chuck Jones's	Chuck Jones's 'Hare Conditioned' is a fast paced often hilarious cartoon.
training	Chuck Connors	Chuck Connors	"George Raft as Steve Brodie, the carefree, dancing gambler who can never refuse a dare, is pitted against the lumbering, sentimental, Chuck Connors (Wallace Beery). A soft touch for every panhandler, Connors impulsively adopts waifs and strays, notably runaway orphan ""Swipes"" (Jackie Cooper, complete with kittens!)"
